"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -2.924964364,     -0.4761926385,      -1.615104866,      -1.332562282,       2.611525906,       38143.84379,     0.07202420325,      0.2090215637,    -0.03004117675,      0.1161849809,    -0.08290637534,    -0.03785890331,     0.06076358552,    -0.03004117675,      0.2125683104,       2.902101713
          0,           0,           1,      -2.973510282,     -0.4801366269,      -1.422163265,     -0.6267697003,       2.563785634,       38143.84379,       0.124603982,      0.3668630625,    -0.05189191476,      0.2021244864,     -0.1392832375,    -0.06392322948,      0.1048425491,    -0.05189191476,      0.3729915533,       2.944232253
          0,           0,           2,      -2.782339973,    -0.07484856668,     -0.2337184036,    -0.06070110354,       2.759857453,       38143.84379,      0.1070173407,      0.2898974643,    -0.04105851007,      0.1581624484,    -0.09904659618,    -0.05118627688,      0.0913895369,    -0.04105851007,      0.2951968895,       2.708883087
          0,           0,           3,      -2.455783198,      0.1983379196,      0.2242241976,      0.2633167156,       3.080528102,       38143.84379,     0.06104036841,      0.2306360302,    -0.01538984851,      0.1243105972,    -0.07029416095,    -0.02338176148,     0.04864159489,    -0.01538984851,       0.233565623,       3.778418057
          0,           0,           4,      -2.347027041,      0.2276877712,      0.3104151597,      0.3578025299,       3.195755261,       38143.84379,     0.02717272094,       0.223078792,    0.006386561448,      0.1194093575,    -0.06018814932,  -0.0004177701981,     0.01522565469,    0.006386561448,      0.2242112478,         8.2096597
          0,           0,           5,      -2.253575283,      0.2916441716,      0.3535925866,      0.4425749557,       3.306566776,       38143.84379,     0.01496241251,      0.2430729827,     0.01428123037,      0.1299633022,     -0.0614926962,     0.01033614275,    0.001965432266,     0.01428123037,      0.2435251235,       16.24557421
          0,           0,           6,      -2.224899224,      0.3046229881,      0.3769968079,      0.4778666335,       3.339849291,       38143.84379,      0.0163900757,      0.2485955922,     0.01322950219,       0.133069076,    -0.06291688493,     0.01004044658,    0.003096253643,     0.01322950219,      0.2491160698,       15.16744625
          0,           0,           7,      -2.266741218,      0.2288184049,      0.3606729252,      0.4387344526,       3.276414447,       38143.84379,     0.01454545557,      0.2578529103,     0.01382934501,      0.1376544525,    -0.06442254884,     0.01230580404,   0.0007600923253,     0.01382934501,      0.2582617197,       17.72738633
          0,           0,           8,      -2.264387968,      0.1250324807,      0.3268258656,      0.3822065424,       3.261084021,       38143.84379,     0.01065241341,      0.2696910222,     0.01501101384,      0.1431845912,    -0.06585754898,     0.01552931025,   -0.003759337477,     0.01501101384,      0.2698751355,       25.31736347
          0,           0,           9,      -2.262013829,     0.08276165244,      0.2833332503,      0.3365644715,       3.278723282,       38143.84379,    0.007953891118,      0.2803794269,      0.0158023028,      0.1479689181,    -0.06663087018,     0.01743586768,   -0.007024577273,      0.0158023028,      0.2804042488,       35.25059908
          0,           0,          10,      -2.276113483,      0.1094836389,      0.2328757223,      0.2990964918,       3.283657559,       38143.84379,    0.007946129457,       0.280694128,     0.01590172272,      0.1480426511,    -0.06647882987,     0.01751430716,   -0.007049127142,     0.01590172272,      0.2807180868,       35.32463566
          0,           0,          11,      -2.323045272,      0.1076893701,      0.1746968519,      0.2631704027,       3.239480259,       38143.84379,      0.0070172365,      0.2830847789,     0.01616973748,      0.1489164348,    -0.06625132165,     0.01812745295,   -0.008104312649,     0.01616973748,      0.2830557432,       40.34134789
          0,           0,          12,      -2.376956817,     0.08970565619,      0.1140393269,      0.2218760423,        3.18464099,       38143.84379,    0.006479271816,       0.285383857,      0.0163266163,       0.149712674,     -0.0656064999,     0.01832321836,   -0.008764238967,      0.0163266163,      0.2853228258,       44.04566826
          0,           0,          13,      -2.451748038,     0.03168799702,     0.04875164768,      0.1696082441,       3.113180736,       38143.84379,    0.006746964477,      0.2861291938,      0.0163497806,      0.1498975641,    -0.06469482871,     0.01798347045,   -0.008536715329,      0.0163497806,      0.2860813898,       42.40858164
          0,           0,          14,       -2.53251518,    -0.06501984881,    -0.02547288864,     0.09998951859,       3.025755591,       38143.84379,    0.007198390326,      0.2859815341,       0.016365819,      0.1498297344,    -0.06408726475,     0.01764275424,   -0.008078050807,       0.016365819,      0.2859580385,       39.72853946
          0,           0,          15,      -2.595248724,     -0.1745451071,     -0.1074205064,     0.01239310155,       2.946579162,       38143.84379,     0.00747276768,      0.2857283383,     0.01641435636,      0.1497860788,    -0.06387376425,     0.01749252626,   -0.007790548641,     0.01641435636,      0.2857198504,       38.23594557
          0,           0,          16,       -2.64960438,     -0.2624359834,     -0.1861530307,    -0.08113068971,       2.886145991,       38143.84379,    0.007601497502,       0.285710092,     0.01646648053,      0.1498640485,    -0.06392182617,     0.01745240698,   -0.007661028351,     0.01646648053,       0.285708502,       37.58602722
          0,           0,          17,      -2.716159658,     -0.3209268905,     -0.2547579939,     -0.1660992861,       2.827260145,       38143.84379,    0.007669287531,      0.2859576174,     0.01650374365,       0.150062472,    -0.06411359735,     0.01744476082,   -0.007606548298,     0.01650374365,      0.2859592931,       37.28607334
          0,           0,          18,      -2.801886592,      -0.375433883,     -0.3214024478,      -0.241014966,       2.752997626,       38143.84379,    0.007716638486,      0.2863432429,     0.01652366525,      0.1503175782,    -0.06435828126,     0.01743941416,   -0.007579850202,     0.01652366525,      0.2863468965,       37.10725123
          0,           0,          19,       -2.90081801,     -0.4410078751,     -0.3981101478,     -0.3146369583,       2.662674477,       38143.84379,    0.007755917527,      0.2867546153,     0.01653042673,      0.1505774499,    -0.06460385253,     0.01743056189,   -0.007562586919,     0.01653042673,      0.2867597792,       36.97236521
          0,           0,          20,      -2.999693396,     -0.5141535507,      -0.489976237,     -0.3947848025,       2.567100935,       38143.84379,    0.007788568614,      0.2871228542,      0.0165286339,      0.1508055266,    -0.06481829435,     0.01741924746,     -0.0075496396,      0.0165286339,       0.287129236,       36.86464977
          0,           0,          21,        -3.0901433,      -0.588646876,     -0.5938477943,     -0.4835500759,       2.475554426,       38143.84379,      0.0078144172,      0.2874157957,     0.01652183787,      0.1509840002,    -0.06498675777,     0.01740691226,   -0.007539465583,     0.01652183787,      0.2874231397,       36.78019593
          0,           0,          22,      -3.176133797,     -0.6644280115,      -0.700939885,     -0.5785222389,       2.387262361,       38143.84379,    0.007833147227,      0.2876278414,     0.01651329075,      0.1511106545,    -0.06510684541,     0.01739569502,   -0.007532081619,     0.01651329075,      0.2876358829,       36.71932023
          0,           0,          23,      -3.265714406,      -0.744619162,     -0.8019531529,     -0.6758061476,       2.296415941,       38143.84379,    0.007845535947,       0.287763584,     0.01650470631,      0.1511896563,    -0.06518255225,     0.01738623895,   -0.007526956729,     0.01650470631,      0.2877720932,       36.67863941
          0,           0,          24,      -3.361484447,     -0.8301725096,     -0.8933991387,     -0.7729232062,       2.200651132,       38143.84379,    0.007852853684,      0.2878316324,     0.01649675501,      0.1512271611,    -0.06522018524,      0.0173783937,   -0.007523281964,     0.01649675501,      0.2878404352,       36.65312559
          0,           0,          25,      -3.459939767,     -0.9188686901,     -0.9789089676,     -0.8695064079,       2.102762268,       38143.84379,    0.007856210815,      0.2878422698,     0.01648966085,      0.1512299873,    -0.06522652419,     0.01737193293,   -0.007520497464,     0.01648966085,      0.2878512367,       36.63881693
          0,           0,          26,      -3.555663942,      -1.007361367,      -1.064345274,     -0.9662438371,       2.007518963,       38143.84379,    0.007856880563,       0.287806411,     0.01648332467,      0.1512056659,    -0.06520913038,     0.01736632041,    -0.00751791447,     0.01648332467,      0.2878154648,       36.63112971
          0,           0,          27,      -3.645821648,      -1.093684279,       -1.15346853,      -1.063405364,       1.917672205,       38143.84379,    0.007856011597,      0.2877369481,     0.01647751812,      0.1511624803,    -0.06517596713,     0.01736104384,   -0.007515074148,     0.01647751812,      0.2877460545,       36.62633953
          0,           0,          28,      -3.731647097,      -1.178039915,      -1.247090734,      -1.160533688,       1.832292459,       38143.84379,    0.007854223623,        0.28764477,     0.01647212802,      0.1511069868,    -0.06513285766,     0.01735591509,   -0.007511938948,     0.01647212802,      0.2876539123,       36.62294121
          0,           0,          29,       -3.81625379,      -1.261918245,      -1.344089893,      -1.256885703,        1.74842482,       38143.84379,    0.007851980648,      0.2875397504,     0.01646709462,      0.1510449559,    -0.06508461562,      0.0173508652,   -0.007508572604,     0.01646709462,      0.2875489228,        36.6200279
          0,           0,          30,      -3.901911748,      -1.346622579,      -1.442469557,      -1.352135629,       1.663602723,       38143.84379,    0.007849654893,      0.2874322158,     0.01646251731,      0.1509820709,    -0.06503525698,      0.0173460343,   -0.007505154663,     0.01646251731,      0.2874414173,       36.61717868
          0,           0,          31,      -3.989033686,      -1.432371934,       -1.54008049,      -1.446611773,       1.577054177,       38143.84379,    0.007847379336,      0.2873263019,     0.01645838958,      0.1509206055,    -0.06498657708,      0.0173414688,   -0.007501773116,     0.01645838958,      0.2873355331,       36.61430009
          0,           0,          32,      -4.076655182,      -1.518266142,      -1.635054263,      -1.540811044,       1.489495394,       38143.84379,    0.007845003363,      0.2872221413,      0.0164546473,      0.1508605913,    -0.06493893712,     0.01733724066,    -0.00749858543,      0.0164546473,      0.2872313941,       36.61211194
          0,           0,          33,      -4.163303144,      -1.602813205,      -1.725994533,      -1.634638918,       1.402399337,       38143.84379,    0.007842531423,      0.2871213715,     0.01645124949,      0.1508029232,    -0.06489314217,     0.01733339083,   -0.007495674583,     0.01645124949,       0.287130636,       36.61080281
          0,           0,          34,      -4.247641666,       -1.68464223,      -1.812076302,      -1.727022935,       1.317306758,       38143.84379,    0.007840031781,      0.2870257074,     0.01644818202,      0.1507485236,    -0.06484989503,     0.01732993364,    -0.00749306395,     0.01644818202,      0.2870349749,       36.61027346
          0,           0,          35,      -4.328856808,      -1.763126038,      -1.892877385,      -1.816038121,       1.235303376,       38143.84379,    0.007836715572,      0.2870129877,     0.01645014336,      0.1507355153,    -0.06483741493,     0.01732817396,   -0.007495696431,     0.01645014336,      0.2870220963,       36.62414248
          0,           0,          36,      -4.405474172,      -1.839255573,      -1.978493368,      -1.906719756,       1.157916038,       38143.84379,    0.007834716262,      0.2868545131,     0.01644431336,      0.1506459651,    -0.06477035427,     0.01732231513,   -0.007489233248,     0.01644431336,      0.2868637409,       36.61326122
          0,           0,          37,      -4.480569455,      -1.911749601,      -2.045546309,      -1.981593758,       1.082448565,       38143.84379,    0.007836132987,      0.2867662456,     0.01643915765,      0.1505985213,    -0.06473428013,     0.01731815421,   -0.007483106677,     0.01643915765,      0.2867756749,        36.5953776
          0,           0,          38,      -4.554817767,      -1.984340299,      -2.102961542,      -2.045750762,       1.008524276,       38143.84379,    0.007834170547,      0.2866993125,     0.01643711695,      0.1505631771,    -0.06470431783,     0.01731674898,   -0.007481493314,     0.01643711695,      0.2867087325,       36.59600091
          0,           0,          39,      -4.628366924,        -2.0560223,      -2.154239248,      -2.100442665,      0.9356045577,       38143.84379,    0.007831018567,      0.2866398618,     0.01643625993,      0.1505315777,    -0.06467695143,     0.01731635538,   -0.007481467221,     0.01643625993,      0.2866491983,       36.60313908
          0,           0,          40,      -4.702629904,      -2.127358046,      -2.200558991,      -2.149004466,       0.862210545,       38143.84379,    0.007828025171,      0.2865840857,     0.01643555581,      0.1505015715,     -0.0646513777,     0.01731592801,   -0.007481478926,     0.01643555581,      0.2865933419,       36.61001075
          0,           0,          41,      -4.777382419,      -2.198349583,      -2.243387092,      -2.193518885,       0.788280685,       38143.84379,      0.0078255325,      0.2865315609,      0.0164347488,      0.1504730486,    -0.06462754912,     0.01731521455,    -0.00748116418,      0.0164347488,      0.2865407589,       36.61496018
          0,           0,          42,      -4.851536451,      -2.268931972,      -2.284077741,      -2.235155582,      0.7145851474,       38143.84379,    0.007823459589,      0.2864828268,     0.01643388803,      0.1504464501,    -0.06460558422,     0.01731432006,   -0.007480632631,     0.01643388803,      0.2864919837,       36.61843249
          0,           0,          43,      -4.923803827,      -2.339123284,      -2.323405674,      -2.274915931,      0.6422507708,       38143.84379,    0.007821670855,      0.2864382259,     0.01643305475,      0.1504220683,     -0.0645855304,     0.01731339334,    -0.00748003794,     0.01643305475,      0.2864473509,       36.62110452
          0,           0,          44,       -4.99337679,       -2.40891735,      -2.361816985,      -2.313791499,      0.5722197117,       38143.84379,    0.007820094751,      0.2863977034,     0.01643227622,      0.1503999001,    -0.06456733447,     0.01731250822,   -0.007479448639,     0.01643227622,       0.286406802,       36.62330349
          0,           0,          45,      -5.060393085,      -2.478187602,      -2.399759388,      -2.352606572,      0.5047330188,       38143.84379,    0.007818692393,      0.2863610842,     0.01643155494,      0.1503798566,    -0.06455091108,     0.01731169254,   -0.007478894201,     0.01643155494,      0.2863701601,       36.62518869
          0,           0,          46,      -5.125826104,      -2.546642806,      -2.437790658,      -2.391929122,      0.4391940485,       38143.84379,    0.007817444783,      0.2863281399,     0.01643088445,      0.1503618114,    -0.06453615272,     0.01731094894,   -0.007478381409,     0.01643088445,      0.2863371962,       36.62681961
          0,           0,          47,      -5.190870315,      -2.613916752,      -2.476482698,      -2.432089961,      0.3745404026,       38143.84379,    0.007816335628,      0.2862986589,     0.01643026284,      0.1503456528,    -0.06452295437,     0.01731027578,   -0.007477915238,     0.01643026284,      0.2863076981,       36.62824532
          0,           0,          48,      -5.256246942,      -2.679708618,      -2.516299237,      -2.473258538,      0.3098759425,       38143.84379,    0.007815348407,      0.2862724717,     0.01642969406,      0.1503312939,     -0.0645112212,     0.01730967469,   -0.007477503136,     0.01642969406,      0.2862814955,        36.6295214
          0,           0,          49,      -5.321857557,      -2.743895013,      -2.557568722,      -2.515546964,      0.2449361561,       38143.84379,    0.007814499298,      0.2862498625,     0.01642919175,      0.1503188803,     -0.0645010195,     0.01730914927,   -0.007477144114,     0.01642919175,      0.2862588732,       36.63060825
          0,           0,          50,      -5.386995066,      -2.806609237,      -2.600893939,       -2.55937626,      0.1800302788,       38143.84379,    0.007813710177,      0.2862293536,     0.01642873036,      0.1503076235,    -0.06449179786,     0.01730867783,   -0.007476837311,     0.01642873036,      0.2862383514,       36.63168291
          0,           0,          51,      -5.450786171,      -2.868072044,      -2.645496794,       -2.60419201,      0.1160898456,       38143.84379,    0.007813232006,      0.2862155628,       0.016428415,      0.1502999838,     -0.0644852231,     0.01730832905,   -0.007476578624,       0.016428415,      0.2862245547,       36.63215972
          0,           0,          52,      -5.513279839,      -2.928941272,      -2.695516043,      -2.653144532,     0.05237001703,       38143.84379,    0.007812538397,      0.2861985747,     0.01642805269,      0.1502906688,    -0.06447758075,     0.01730796724,   -0.007476364394,     0.01642805269,      0.2862075539,       36.63323752
          0,           0,          53,      -5.574577005,      -2.989253261,      -2.743715076,      -2.701049169,   -0.009135477923,       38143.84379,    0.007811943946,      0.2861840223,     0.01642771259,      0.1502827169,     -0.0644711012,     0.01730763329,   -0.007476181161,     0.01642771259,      0.2861929904,       36.63416228
          0,           0,          54,      -5.635043787,      -3.048575748,      -2.791505859,      -2.748853566,    -0.06926511721,       38143.84379,    0.007811424774,      0.2861714034,     0.01642740863,      0.1502758537,    -0.06446550755,     0.01730733462,    -0.00747602598,     0.01642740863,      0.2861803619,       36.63498168
          0,           0,          55,      -5.695131722,      -3.107374469,      -2.839402652,      -2.796804747,     -0.1288611467,       38143.84379,    0.007810972653,      0.2861604568,     0.01642714017,      0.1502699269,    -0.06446066892,     0.01730706882,   -0.007475893105,     0.01642714017,      0.2861694067,       36.63570077
          0,           0,          56,      -5.755829955,      -3.165965974,      -2.887670136,      -2.845298815,     -0.1888692637,       38143.84379,    0.007810579045,      0.2861509439,     0.01642690459,      0.1502647992,    -0.06445647224,     0.01730683312,   -0.007475778338,     0.01642690459,      0.2861598864,       36.63632904
          0,           0,          57,      -5.817524557,      -3.224503128,      -2.936570124,      -2.894629255,     -0.2497777097,       38143.84379,    0.007810236234,      0.2861426751,     0.01642669976,      0.1502603616,    -0.06445283011,     0.01730662571,   -0.007475679259,     0.01642669976,      0.2861516111,       36.63687839
          0,           0,          58,      -5.879789264,      -3.283024325,      -2.986342149,      -2.944925766,     -0.3113987383,       38143.84379,    0.007809937597,       0.286135497,     0.01642652366,      0.1502565258,    -0.06444967224,      0.0173064452,   -0.007475594292,     0.01642652366,      0.2861444273,       36.63736022
          0,           0,          59,      -5.941838818,      -3.341534384,      -3.037138604,      -2.996213212,     -0.3731077699,       38143.84379,    0.007809677354,      0.2861292788,     0.01642637416,      0.1502532162,    -0.06444693849,     0.01730629011,   -0.007475522221,     0.01642637416,       0.286138204,       36.63778486
          0,           0,          60,      -6.003016889,      -3.400051603,      -3.089009774,      -3.048477852,     -0.4342208159,       38143.84379,    0.007809450249,      0.2861239038,     0.01642624892,      0.1502503656,    -0.06444457532,      0.0173061588,   -0.007475462078,     0.01642624892,      0.2861328246,       36.63816206
          0,           0,          61,      -6.063111435,      -3.458616275,      -3.141937539,      -3.101699574,     -0.4943404125,       38143.84379,    0.007809251643,      0.2861192683,     0.01642614548,      0.1502479142,    -0.06444253531,      0.0173060494,   -0.007475412951,     0.01642614548,      0.2861281851,       36.63850026
          0,           0,          62,      -6.122402546,      -3.517276993,      -3.195884599,      -3.155863113,     -0.5535216698,       38143.84379,     0.00780907761,      0.2861152811,      0.0164260613,      0.1502458101,    -0.06444077708,     0.01730595987,    -0.00747537389,      0.0164260613,      0.2861241943,       36.63880619
          0,           0,          63,      -6.181463657,      -3.576070816,      -3.250830413,      -3.210962612,      -0.612197209,       38143.84379,    0.007808924841,      0.2861118613,     0.01642599384,      0.1502440078,    -0.06443926428,     0.01730588805,   -0.007475343887,     0.01642599384,      0.2861207712,       36.63908504
          0,           0,          64,      -6.240863084,      -3.635014024,      -3.306786419,      -3.267004445,      -0.670938464,       38143.84379,    0.007808790545,      0.2861089379,     0.01642594069,      0.1502424679,     -0.0644379653,     0.01730583174,   -0.007475321938,     0.01642594069,      0.2861178449,       36.63934079
          0,           0,          65,      -6.300931122,      -3.694103507,       -3.36379365,      -3.324008188,     -0.7302029287,       38143.84379,    0.007808672437,       0.286106448,     0.01642589951,      0.1502411559,    -0.06443685244,     0.01730578869,    -0.00747530696,     0.01642589951,      0.2861153521,        36.6395761
          0,           0,          66,      -6.361688516,      -3.753326753,      -3.421911359,      -3.382004908,     -0.7901910057,       38143.84379,    0.007808568706,      0.2861043354,      0.0164258681,      0.1502400414,     -0.0644359016,     0.01730575668,   -0.007475297771,      0.0164258681,      0.2861132371,       36.63979228
          0,           0,          67,      -6.422926288,      -3.812672983,      -3.481203724,      -3.441033786,     -0.8508435718,       38143.84379,    0.007808477939,      0.2861025505,     0.01642584435,       0.150239098,    -0.06443509189,      0.0173057335,   -0.007475293129,     0.01642584435,      0.2861114499,       36.63998961
          0,           0,          68,       -6.48437718,      -3.872141014,      -3.541728563,      -3.501138174,     -0.9119521334,       38143.84379,    0.007808391735,      0.2861009335,     0.01642582443,      0.1502382425,    -0.06443436393,     0.01730571594,   -0.007475292891,     0.01642582443,      0.2861098306,       36.64018702
